;q_A [cm^3/s];q_B [cm^3/s];q_d1 [cm^3/s];q_d2 [cm^3/s];q_d3 [cm^3/s];q_d4 [cm^3/s];x1 [cm];x2 [cm];x3 [cm];x4 [cm]
228;692.39;611.17;-0.0896;0.0207;0.1628;-0.1607;86.26291885;85.71461538;75.79593922;115.2761844
229;692.39;611.17;-0.0357;0.1807;0.1078;-0.0179;86.61109785;86.48019391;76.11243296;116.2024107
230;692.39;611.17;-0.2136;0.4322;0.0076;0.0021;87.0074941;87.38781426;76.36150053;117.2434076
231;692.39;611.17;-0.074;-0.0891;-0.1518;-0.1495;87.21517863;88.52404719;76.50060737;118.2730348
232;692.39;611.17;-0.0814;-0.1145;0.0336;-0.0176;87.55714784;89.10234268;76.47486966;119.1201717
233;692.39;611.17;0.0624;0.2278;0.2901;-0.0816;87.87302099;89.64635041;76.63553893;120.073894
234;692.39;611.17;-0.1734;0.0353;0.1875;-0.2549;88.32266897;90.52897701;77.04642483;120.9352241
235;692.39;611.17;0.1172;0.0168;0.0733;-0.0001;88.52939093;91.19281743;77.33867187;121.5977092
236;692.39;611.17;0.2242;0.0589;-0.0741;-0.1497;89.02746461;91.8189268;77.50533712;122.4954084
237;692.39;611.17;-0.3105;-0.0982;-0.2111;0.0539;89.61345845;92.47710964;77.51812109;123.2170527
238;692.39;611.17;0.0639;-0.1552;-0.0299;-0.1054;89.63526734;92.96117249;77.39340821;124.1211006
239;692.39;611.17;0.1015;-0.1166;-0.1363;-0.0799;90.02551352;93.38668233;77.4547441;124.839382
240;692.39;611.17;-0.0956;0.1869;-0.0534;-0.114;90.43583511;93.84718154;77.4072948;125.5622038
