;q_A [cm^3/s];q_B [cm^3/s];q_d1 [cm^3/s];q_d2 [cm^3/s];q_d3 [cm^3/s];q_d4 [cm^3/s];h1 [cm];h2 [cm];h3 [cm];h4 [cm]
230;397.58;376.58;0.0;-0.0;-0.0;-0.0;47.65987849634203;46.18541553663938;36.76309442924347;54.66003275160311
231;397.58;376.58;0.0;-0.0;0.0;-0.0;47.120709872814835;45.93411639948056;36.3795067299354;54.48451381383418
232;397.58;376.58;-0.0;0.0;-0.0;0.0;46.59770930032815;45.695720388358986;36.017623239088856;54.31673013649876
233;397.58;376.58;-0.0;0.0;0.0;-0.0;46.09107161613083;45.46954929955028;35.676321031031385;54.156352476865756
234;397.58;376.58;-0.0;0.0;0.0;0.0;45.6009147463646;45.25496005605382;35.354524547151776;54.00306463116579
235;397.58;376.58;-0.0;0.0;0.0;-0.0;45.1272859140852;45.05134309361243;35.05120465675831;53.85656299865857
236;397.58;376.58;-0.0;0.0;-0.0;-0.0;44.67016767145867;44.858120789488545;34.76537762896618;53.71655615362597
237;397.58;376.58;-0.0;0.0;-0.0;0.0;44.22948373769311;44.67474593713349;34.49610402741634;53.58276442573859
238;397.58;376.58;0.0;0.0;-0.0;0.0;43.805104626038336;44.50070026920407;34.24248753930669;53.45491948917885
239;397.58;376.58;0.0;-0.0;0.0;0.0;43.39685304518271;44.3354930307637;34.00367374978936;53.33276396084376
240;397.58;376.58;-0.0;-0.0;-0.0;-0.0;43.004509062535355;44.178659603952134;33.77884887227276;53.21605100789377
241;397.58;376.58;-0.0;-0.0;-0.0;0.0;42.62781501914445;44.02976018491572;33.56723844458292;53.10454396486191
242;397.58;376.58;0.0;-0.0;0.0;0.0;42.266480188311384;43.888378513356244;33.3681060003018;52.99801596048868
243;397.58;376.58;-0.0;0.0;0.0;0.0;41.920185172266756;43.754120654676846;33.180751723927344;52.89624955440325
244;397.58;376.58;0.0;0.0;-0.0;0.0;41.58858603353151;43.62661383437508;33.00451109780449;52.799036383730396
245;397.58;376.58;-0.0;0.0;0.0;0.0;41.27131815975659;43.505505324051505;32.83875354807244;52.7061768196647
246;397.58;376.58;0.0;-0.0;-0.0;0.0;40.96799986288359;43.39046137816409;32.68288109617098;52.617479634019084
247;397.58;376.58;0.0;-0.0;-0.0;-0.0;40.67823571537159;43.28116622045945;32.53632702175838;52.532761675723705
248;397.58;376.58;-0.0;-0.0;-0.0;-0.0;40.40161962797043;43.17732107884868;32.398554542222755;52.45184755722273
249;397.58;376.58;-0.0;0.0;-0.0;-0.0;40.13773767507424;43.07864326736412;32.269055513324396;52.37456935069146
250;397.58;376.58;-0.0;-0.0;0.0;0.0;39.88617067505249;42.98486531373031;32.14734915489369;52.30076629397344
251;397.58;376.58;0.0;-0.0;0.0;0.0;39.646496534124736;42.895734131004886;32.03298080493135;52.2302845061172
252;397.58;376.58;-0.0;0.0;0.0;-0.0;39.41829236332093;42.81101023168993;31.925520704917943;52.16297671237453
253;397.58;376.58;-0.0;-0.0;-0.0;0.0;39.20113637885597;42.7304669826782;31.82456281863894;52.09870197850674
254;397.58;376.58;-0.0;-0.0;-0.0;0.0;38.99460959685261;42.65388989937992;31.72972368637132;52.037325454231926
255;397.58;376.58;-0.0;0.0;0.0;-0.0;38.7982973337818;42.58107597737115;31.640641315857433;51.97871812563476
256;397.58;376.58;-0.0;0.0;-0.0;-0.0;38.61179052426572;42.51183305991292;31.556974111111252;51.922756576350565
257;397.58;376.58;0.0;0.0;0.0;-0.0;38.43468686802056;42.44597923970846;31.478399839759632;51.869322757327495
258;397.58;376.58;0.0;-0.0;-0.0;0.0;38.26659181771746;42.38334229329322;31.404614639315977;51.818303764963744
259;397.58;376.58;0.0;0.0;-0.0;-0.0;38.10711941942692;42.32375914648642;31.335332062513114;51.769591627411806
260;397.58;376.58;-0.0;-0.0;0.0;-0.0;37.955893017098525;42.26707536937309;31.27028216158495;51.7230830988376
261;397.58;376.58;0.0;0.0;-0.0;-0.0;37.81254583222984;42.21314469933024;31.20921061117987;51.67867946141953
262;397.58;376.58;0.0;-0.0;-0.0;-0.0;37.67672142950926;42.16182859065882;31.15187786941095;51.636286334870675
263;397.58;376.58;-0.0;0.0;-0.0;0.0;37.54807407879161;42.11299578943407;31.098058376396565;51.59581349326648
264;397.58;376.58;0.0;0.0;0.0;0.0;37.426269023294275;42.06652193223948;31.047539789517437;51.557174688960174
265;397.58;376.58;0.0;-0.0;0.0;-0.0;37.31098266339779;42.02228916750296;31.000122254510615;51.52028748336889
266;397.58;376.58;-0.0;0.0;0.0;-0.0;37.20190266490778;41.980185798208474;30.955617711435185;51.485073084414765
267;397.58;376.58;-0.0;0.0;0.0;-0.0;37.09872800009492;41.94010594481025;30.91384923447634;51.451456190407264
268;397.58;376.58;0.0;-0.0;-0.0;-0.0;37.00116892928352;41.90194922723069;30.874650404502376;51.41936484015534
269;397.58;376.58;-0.0;-0.0;0.0;0.0;36.908946930214924;41.86562046487613;30.837864713250884;51.38873026910105
270;397.58;376.58;-0.0;-0.0;0.0;0.0;36.82179458187513;41.831029393656706;30.80334499799476;51.35948677126947
271;397.58;376.58;0.0;0.0;-0.0;0.0;36.73945540895134;41.798090399047325;30.770952905523515;51.33157156683326
272;397.58;376.58;-0.0;-0.0;-0.0;0.0;36.66168369257389;41.766722264276126;30.74055838426988;51.304924675094504
273;397.58;376.58;0.0;-0.0;0.0;-0.0;36.588244252511615;41.736847932774666;30.71203920341425;51.27948879269003
274;397.58;376.58;-0.0;0.0;-0.0;-0.0;36.5189122055221;41.708394284069996;30.68528049780879;51.25520917683137
275;397.58;376.58;0.0;0.0;-0.0;0.0;36.45347270411525;41.681291922343405;30.66017433757858;51.23203353339454
276;397.58;376.58;0.0;-0.0;0.0;-0.0;36.39172065957104;41.65547497692288;30.636619321277166;51.20991190967977
277;397.58;376.58;0.0;-0.0;-0.0;0.0;36.33346045265995;41.63088091401727;30.614520191498244;51.18879659166585
278;397.58;376.58;-0.0;0.0;-0.0;-0.0;36.27850563514809;41.607450359038914;30.593787471872833;51.16864200558869
279;397.58;376.58;0.0;-0.0;-0.0;-0.0;36.226678624828665;41.5851269288987;30.57433712441135;51.14940462367842
280;397.58;376.58;0.0;0.0;0.0;-0.0;36.17781039650565;41.56385707369263;30.5560902261823;51.13104287389436
281;397.58;376.58;0.0;0.0;-0.0;0.0;36.131740171065296;41.54358992723268;30.538972664353018;51.11351705350178
282;397.58;376.58;-0.0;0.0;-0.0;-0.0;36.08831510450372;41.52427716590642;30.522914848652675;51.09678924633966
283;397.58;376.58;-0.0;-0.0;0.0;0.0;36.047389978535016;41.5058728753801;30.5078514403532;51.08082324363296
284;397.58;376.58;0.0;0.0;0.0;0.0;36.008826894181674;41.48833342468834;30.493721096899623;51.06558446820809
285;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.972494969547206;41.47161734728063;30.480466231357138;51.05103990197471
286;397.58;376.58;-0.0;0.0;0.0;0.0;35.93827004278816;41.45568522862023;30.468032785877806;51.03715801654185
287;397.58;376.58;0.0;-0.0;0.0;-0.0;35.906034381138184;41.44049959995524;30.456370018425122;51.023908706840636
288;397.58;376.58;0.0;0.0;0.0;0.0;35.875676396688796;41.42602483790405;30.44543030202925;51.01126322763071
289;397.58;376.58;0.0;0.0;-0.0;0.0;35.8470903694996;41.41222706951907;30.435168935879755;50.99919413277149
290;397.58;376.58;-0.0;0.0;-0.0;0.0;35.82017617849254;41.39907408251241;30.425543967595676;50.98767521714404
291;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.79483904048055;41.38653524034646;30.416516026045112;50.97668146111316
292;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.77098925758831;41.37458140190979;30.408048164117556;50.96618897742376
293;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.74854197324181;41.363184845515924;30.400105710882503;50.956174960429244
294;397.58;376.58;-0.0;0.0;0.0;-0.0;35.72741693683187;41.352319196977874;30.392656132596873;50.94661763755373
295;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.70753827709533;41.34195936152653;30.385668902051826;50.93749622289359
296;397.58;376.58;0.0;-0.0;0.0;0.0;35.68883428420337;41.332081459354534;30.37911537577641;50.9287908728675
297;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.67123720050078;41.32266276458063;30.37296867864122;50.920482643827626
298;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.65468301980025;41.31368164744144;30.36720359542998;50.912553451548234
299;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.639111295102595;41.30511751952943;30.361796468970443;50.90498603251109
300;397.58;376.58;0.0;0.0;0.0;-0.0;35.62446495458566;41.29695078190633;30.356725104438535;50.89776390691039
301;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.61069012568189;41.28916277593162;30.351968679471092;50.89087134330301
302;397.58;376.58;-0.0;0.0;0.0;-0.0;35.59773596704533;41.281735736655136;30.3475076597429;50.884293324832896
303;397.58;376.58;0.0;-0.0;-0.0;0.0;35.58555450819397;41.27465274863168;30.343323719683223;50.878015516961334
304;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.574100496601716;41.267897704024065;30.33939966802535;50.87202423663755
305;397.58;376.58;-0.0;-0.0;0.0;0.0;35.56333125200526;41.26145526286873;30.335719377900215;50.86630642284692
306;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.55320652768523;41.255310815385506;30.332267721201774;50.86084960847657
307;397.58;376.58;0.0;0.0;0.0;-0.0;35.54368837847677;41.24945044622003;30.329030506967484;50.855641893440705
308;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.534741035263075;41.243860900513724;30.32599442353212;50.85067191901037
309;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.5263307857045;41.23852955170248;30.323146984227296;50.84592884329475
310;397.58;376.58;-0.0;-0.0;0.0;0.0;35.518425860957734;41.23344437095078;30.320476476412363;50.84140231782328
311;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.51099632814114;41.228593898133425;30.317971913634903;50.837082465179975
312;397.58;376.58;-0.0;-0.0;0.0;0.0;35.50401398830629;41.223967214282034;30.315622990731015;50.83295985764353
313;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.49745227967963;41.21955391541827;30.313420041686783;50.829025496788674
314;397.58;376.58;0.0;-0.0;-0.0;0.0;35.49128618594329;41.215344087700124;30.311354000092887;50.82527079400614
315;397.58;376.58;-0.0;-0.0;0.0;0.0;35.48549214932966;41.211328283811866;30.30941636203441;50.82168755190049
316;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.480047988310154;41.207497500531986;30.307599151267233;50.81826794652681
317;397.58;376.58;-0.0;-0.0;0.0;0.0;35.47493281966518;41.20384315741744;30.305894886541402;50.81500451042889
318;397.58;376.58;-0.0;0.0;0.0;-0.0;35.470126984728765;41.20035707654569;30.304296550940105;50.81189011644323
319;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.46561197960836;41.19703146325948;30.302797563110968;50.80891796223462
320;397.58;376.58;-0.0;0.0;0.0;-0.0;35.461370389187024;41.19385888786217;30.301391750273652;50.80608155553074
321;397.58;376.58;0.0;0.0;0.0;0.0;35.457385824722415;41.190832268214606;30.30007332289482;50.80337470002442
322;397.58;376.58;0.0;0.0;-0.0;-0.0;35.453642864864065;41.18794485318688;30.298836850928165;50.80079148191374
323;397.58;376.58;-0.0;-0.0;0.0;0.0;35.45012699991733;41.18519020692111;30.297677241523274;50.79832625705136
324;397.58;376.58;0.0;0.0;0.0;-0.0;35.4468245791894;41.18256219386377;30.296589718113115;50.79597363867578
325;397.58;376.58;-0.0;0.0;-0.0;0.0;35.443722761259735;41.180054964528104;30.29556980079524;50.79372848569843
326;397.58;376.58;-0.0;-0.0;0.0;0.0;35.44080946702384;41.17766294194978;30.294613287927113;50.791585891521564
327;397.58;376.58;0.0;-0.0;-0.0;0.0;35.43807333536615;41.175380808800256;30.293716238860767;50.78954117336317
328;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.435503681323965;41.17320349512498;30.292874957746506;50.78758986206603
329;397.58;376.58;0.0;0.0;-0.0;0.0;35.43309045661096;41.17112616667463;30.29208597833979;50.785727692369136
330;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.430824212374645;41.16914421379981;30.29134604974936;50.78395059362071
331;397.58;376.58;0.0;0.0;-0.0;0.0;35.42869606406817;41.16725324088085;30.290652123068494;50.78225468091277
332;397.58;376.58;0.0;-0.0;0.0;0.0;35.42669765832267;41.165449056266034;30.290001338834873;50.78063624661841
333;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.424821141711654;41.16372766269295;30.289391015267842;50.779091752313406
334;397.58;376.58;-0.0;0.0;-0.0;-0.0;35.42305913130449;41.162085248168886;30.288818637235007;50.777617821065036
335;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.421404686910954;41.16051817728764;30.288281845903075;50.776211230071276
336;397.58;376.58;-0.0;0.0;-0.0;0.0;35.41985128492385;41.159022982961105;30.28777842903062;50.77486890363469
337;397.58;376.58;-0.0;-0.0;0.0;0.0;35.418392793671416;41.15759635854516;30.28730631186303;50.77358790645584
338;397.58;376.58;-0.0;0.0;0.0;-0.0;35.417023450195636;41.15623515034066;30.286863548592386;50.77236543723169
339;397.58;376.58;0.0;-0.0;0.0;0.0;35.4157378383771;41.15493635045085;30.28644831434729;50.771198822545344
340;397.58;376.58;0.0;0.0;0.0;-0.0;35.41453086833094;41.15369708997806;30.286058897679794;50.770085511033706
341;397.58;376.58;0.0;0.0;-0.0;0.0;35.41339775700259;41.152514632542875;30.285693693518677;50.769023067820676
342;397.58;376.58;-0.0;-0.0;0.0;0.0;35.41233400989561;41.15138636811027;30.285351196560157;50.76800916920372
343;397.58;376.58;-0.0;0.0;-0.0;0.0;35.41133540386768;41.150309807107675;30.285029995068903;50.76704159758238
344;397.58;376.58;0.0;0.0;0.0;0.0;35.4103979709341;41.1492825748208;30.28472876506396;50.76611823661768
345;397.58;376.58;-0.0;0.0;-0.0;0.0;35.409517983021445;41.14830240605392;30.28444626486568;50.76523706661209
346;397.58;376.58;-0.0;0.0;-0.0;0.0;35.4086919376172;41.14736714004168;30.284181329981294;50.76439616009983
347;397.58;376.58;-0.0;-0.0;0.0;0.0;35.40791654426404;41.1464747156004;30.283932868308135;50.76359367763817
348;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.407188711850345;41.14562316650732;30.28369985563475;50.76282786379047
349;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.40650553665107;41.14481061709688;30.283481331421505;50.76209704329224
350;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.40586429107572;41.14403527806354;30.283276394843252;50.76139961739203
351;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.40526241308261;41.14329544246138;30.283084201077866;50.76073406035902
352;397.58;376.58;0.0;0.0;-0.0;-0.0;35.40469749622068;41.14258948189095;30.28290395782535;50.7600989161499
353;397.58;376.58;0.0;0.0;-0.0;0.0;35.40416728026255;41.14191584286456;30.282734922043208;50.759492795227686
354;397.58;376.58;0.0;-0.0;0.0;0.0;35.40366964239435;41.141273043341414;30.28257639688466;50.75891437152559
355;397.58;376.58;0.0;0.0;-0.0;0.0;35.403202588929865;41.14065966942455;30.282427728827116;50.75836237954938
356;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.4027642475184;41.14007437221195;30.282288304979065;50.75783561161185
357;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.4023528598174;41.13951586479439;30.282157550554338;50.75733291519348
358;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.40196677460272;41.138982919393236;30.28203492650331;50.756853190423456
359;397.58;376.58;-0.0;0.0;0.0;0.0;35.40160444129067;41.138474364631406;30.281919927291344;50.75639538767563
360;397.58;376.58;-0.0;0.0;-0.0;-0.0;35.401264403847755;41.137989082931334;30.28181207881528;50.755958505274165
361;397.58;376.58;-0.0;0.0;0.0;-0.0;35.40094529506519;41.13752600803391;30.281710936449407;50.75554158730384
362;397.58;376.58;0.0;0.0;0.0;-0.0;35.40064583117673;41.13708412263263;30.28161608321294;50.75514372152029
363;397.58;376.58;-0.0;0.0;0.0;-0.0;35.40036480679945;41.13666245611766;30.28152712805131;50.75476403735563
364;397.58;376.58;0.0;0.0;-0.0;-0.0;35.400101090178474;41.13626008242453;30.281443704224362;50.75440170401504
365;397.58;376.58;-0.0;0.0;-0.0;-0.0;35.399853618717515;41.135876117982555;30.281365467794704;50.75405592866031
366;397.58;376.58;0.0;-0.0;0.0;-0.0;35.3996213947784;41.13550971975846;30.281292096210013;50.75372595467619
367;397.58;376.58;0.0;0.0;-0.0;-0.0;35.39940348173352;41.135160083390474;30.28122328697349;50.753411060015985
368;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.39919900025617;41.13482644140894;30.281158756396938;50.753110555622555
369;397.58;376.58;-0.0;0.0;0.0;0.0;35.39900712483463;41.13450806153917;30.28109823843138;50.75282378392149
370;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.398827080496694;41.134204245082856;30.281041483570345;50.752550117383045
371;397.58;376.58;0.0;0.0;0.0;0.0;35.398658139731964;41.133914325374256;30.280988257821353;50.75228895714971
372;397.58;376.58;-0.0;0.0;-0.0;-0.0;35.39849961960024;41.13363766630777;30.280938341741326;50.75203973172647
373;397.58;376.58;0.0;0.0;0.0;0.0;35.39835087901478;41.13337366093347;30.28089152953198;50.75180189573085
374;397.58;376.58;-0.0;0.0;-0.0;0.0;35.39821131619;41.13312173011754;30.280847628191438;50.751574928700045
375;397.58;376.58;-0.0;0.0;0.0;0.0;35.39808036624374;41.13288132126443;30.280806456718597;50.75135833395252
376;397.58;376.58;0.0;0.0;0.0;-0.0;35.39795749894485;41.1326519070981;30.28076784536696;50.75115163750158
377;397.58;376.58;-0.0;0.0;-0.0;0.0;35.397842216597354;41.13243298449935;30.28073163494486;50.75095438701858
378;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.397734052053;41.13222407339681;30.280697676159182;50.75076615084346
379;397.58;376.58;-0.0;-0.0;-0.0;0.0;35.39763256684448;41.132024715709;30.280665828999894;50.75058651704048
380;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.397537349431985;41.13183447433517;30.280635962162847;50.750415092497065
381;397.58;376.58;0.0;0.0;0.0;-0.0;35.39744801355643;41.13165293219258;30.280607952508458;50.75025150206384
382;397.58;376.58;0.0;0.0;-0.0;0.0;35.397364196692706;41.13147969129811;30.280581684554036;50.75009538773392
383;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.39728555859715;41.131314371892145;30.280557049997704;50.74994640785968
384;397.58;376.58;-0.0;0.0;0.0;0.0;35.39721177994332;41.131156611602776;30.280533947271884;50.749804236405325
385;397.58;376.58;-0.0;0.0;-0.0;0.0;35.397142561040965;41.13100606464845;30.280512281124576;50.749668562233566
386;397.58;376.58;-0.0;-0.0;-0.0;-0.0;35.39707762063295;41.130862401077266;30.280491962226655;50.749539088424925
387;397.58;376.58;-0.0;-0.0;0.0;0.0;35.397016694765576;41.13072530604127;30.280472906803585;50.749415531628095
388;397.58;376.58;0.0;0.0;-0.0;-0.0;35.39695953572778;41.1305944791041;30.280455036290036;50.749297621439986
389;397.58;376.58;0.0;-0.0;0.0;-0.0;35.396905911055065;41.13046963358044;30.280438277005985;50.749185099814106
390;397.58;376.58;0.0;0.0;-0.0;-0.0;35.396855602594194;41.13035049590585;30.280422559852926;50.749077720495954
391;397.58;376.58;0.0;-0.0;-0.0;0.0;35.39680840562506;41.130236805035516;30.280407820029012;50.74897524848421
392;397.58;376.58;-0.0;-0.0;0.0;-0.0;35.39676412803613;41.1301283118706;30.280393996761873;50.748877459516535
393;397.58;376.58;-0.0;0.0;-0.0;-0.0;35.39672258955035;41.130024778710975;30.280381033058067;50.748784139578895
394;397.58;376.58;0.0;-0.0;-0.0;-0.0;35.39668362099832;41.12992597873306;30.280368875468096;50.74869508443723
395;397.58;376.58;0.0;0.0;0.0;0.0;35.39664706363593;41.12983169549161;30.280357473866047;50.74861009919061
396;397.58;376.58;-0.0;-0.0;0.0;0.0;35.39661276850381;41.129741722444386;30.28034678124293;50.748528997844716
397;397.58;376.58;0.0;-0.0;0.0;0.0;35.396580595825874;41.129655862498645;30.280336753512852;50.74845160290491
398;397.58;376.58;0.0;0.0;-0.0;0.0;35.396550414444796;41.12957392757839;30.280327349331277;50.74837774498777
399;397.58;376.58;0.0;0.0;0.0;-0.0;35.39652210129198;41.12949573821154;30.28031852992454;50.74830726245051
400;518.11;574.13;-0.0;0.0;0.0;0.0;35.39649554089006;41.12942112313597;30.280310258930005;50.74824000103722
401;518.11;574.13;-0.0;-0.0;0.0;-0.0;35.999120624885855;42.44634991892366;32.25580250224614;52.15435914687465
402;518.11;574.13;-0.0;-0.0;-0.0;-0.0;36.67387400304505;43.7135485313417;34.110394531854396;53.49665621696874
403;518.11;574.13;0.0;-0.0;-0.0;0.0;37.40467421030227;44.93326171339284;35.85481225733694;54.77882588959375
404;518.11;574.13;-0.0;-0.0;0.0;0.0;38.17833643024112;46.10759176719846;37.49830325990363;56.004262021514045
405;518.11;574.13;-0.0;-0.0;-0.0;-0.0;38.98400738629463;47.23851217355417;39.04893006864829;57.17609227348847
406;518.11;574.13;0.0;-0.0;-0.0;0.0;39.81272548023766;48.32787941421865;40.513788379031325;58.29720747766527
407;518.11;574.13;0.0;-0.0;0.0;-0.0;40.65707405187922;49.37744328636692;41.89917321417668;59.37028672897729
408;518.11;574.13;0.0;0.0;0.0;0.0;41.51090532726351;50.388855950376325;43.21070796448951;60.39781896754457
409;518.11;574.13;0.0;-0.0;0.0;0.0;42.36911886591458;51.36367990668349;44.453446318462284;61.38212165751306
410;518.11;574.13;0.0;-0.0;0.0;0.0;43.22748252970923;52.303395061735245;45.63195398411133;62.325357044906134
411;518.11;574.13;0.0;-0.0;-0.0;0.0;44.08248694488415;53.20940501475614;46.75037506995613;63.22954638261251
412;518.11;574.13;0.0;-0.0;0.0;-0.0;44.93122655360938;54.08304267446228;47.81248663424666;64.09658243726739
413;518.11;574.13;0.0;-0.0;-0.0;0.0;45.77130191697086;54.9255752966852;48.821743978250026;64.92824053525338
414;518.11;574.13;-0.0;0.0;-0.0;-0.0;46.60073910417675;55.73820901916464;49.7813186060709;65.7261883595373
415;518.11;574.13;0.0;-0.0;-0.0;-0.0;47.41792289339485;56.522092957788175;50.694130307301;66.49199467276205
416;518.11;574.13;-0.0;0.0;0.0;0.0;48.221541192953936;57.27832291873629;51.56287448052495;67.22713711284295
417;518.11;574.13;0.0;0.0;-0.0;-0.0;49.010538620451044;58.007944772895414;52.39004556650174;67.93300918370835
418;518.11;574.13;0.0;0.0;-0.0;0.0;49.78407758951142;58.71195753219075;53.1779572736959;68.61092654458717
419;518.11;574.13;-0.0;0.0;0.0;-0.0;50.54150557728501;59.39131616189917;53.92876013802935;69.26213268547399
420;518.11;574.13;-0.0;-0.0;0.0;-0.0;51.28232750082142;60.04693415831988;54.644456850984525;69.88780406339377
421;518.11;574.13;0.0;-0.0;0.0;0.0;52.00618233269727;60.679685917241606;55.32691570686779;70.48905476330097
422;518.11;574.13;-0.0;0.0;0.0;-0.0;52.71282324738512;61.29040891531591;55.97788245497067;71.06694073845384
423;518.11;574.13;-0.0;-0.0;-0.0;-0.0;53.40210071878986;61.8799057236213;56.598990791085384;71.62246367757072
424;518.11;574.13;0.0;-0.0;-0.0;-0.0;54.07394809300822;62.44894587029553;57.19177168207507;72.15657453973257
425;518.11;574.13;0.0;0.0;0.0;0.0;54.72836924399888;62.99826756705427;57.75766168455378;72.67017679263438
426;518.11;574.13;-0.0;-0.0;-0.0;0.0;55.36542798761314;63.5285793126465;58.29801039238995;73.16412938523548
427;518.11;574.13;0.0;0.0;-0.0;0.0;55.98523898455042;64.04056138477382;58.81408712634641;73.63924948197821
428;518.11;574.13;0.0;0.0;-0.0;0.0;56.5879599077969;64.53486723068409;59.30708696167148;74.09631498242366
429;518.11;574.13;0.0;-0.0;-0.0;-0.0;57.17378468697038;65.01212476550785;59.77813617506094;74.53606684730154
430;518.11;574.13;0.0;0.0;0.0;-0.0;57.742937672304244;65.47293758641261;60.22829718050197;74.95921124951333
431;518.11;574.13;0.0;0.0;0.0;-0.0;58.29566858600856;65.91788610978324;60.65857301360498;75.3664215665032
432;518.11;574.13;-0.0;0.0;0.0;-0.0;58.8322481494437;66.34752863787813;61.0699114157491;75.75834022856785
433;518.11;574.13;-0.0;-0.0;-0.0;0.0;59.35296429172815;66.7624023607458;61.46320856241156;76.13558043607259
434;518.11;574.13;-0.0;0.0;0.0;-0.0;59.85811885971764;67.16302429860075;61.83931247418262;76.49872775714233
435;518.11;574.13;0.0;0.0;0.0;-0.0;60.34802476125323;67.54989218934158;62.19902614399389;76.84834161617121
436;518.11;574.13;0.0;0.0;-0.0;0.0;60.82300348359778;67.92348532543787;62.543110409856126;77.18495668242088
437;518.11;574.13;-0.0;0.0;-0.0;-0.0;61.283382937402365;68.28426534400809;62.87228659878729;77.50908416703261
438;518.11;574.13;0.0;-0.0;0.0;0.0;61.72949558364047;68.63267697355187;63.187238964512105;77.82121303594539
439;518.11;574.13;-0.0;0.0;-0.0;0.0;62.16167680694448;68.96914874048014;63.488616938847244;78.12181114547566
440;518.11;574.13;-0.0;0.0;0.0;0.0;62.58026350385816;69.29409363830219;63.77703721438364;78.41132630666256
441;518.11;574.13;-0.0;0.0;0.0;0.0;62.98559285883321;69.60790976207362;64.05308567408309;78.69018728390287
442;518.11;574.13;-0.0;0.0;0.0;-0.0;63.37800128447047;69.91098091048151;64.31731918167338;78.95880473288518
443;518.11;574.13;0.0;0.0;0.0;-0.0;63.757823505641284;70.2036771577386;64.5702672452163;79.21757208237304
444;518.11;574.13;0.0;0.0;0.0;0.0;64.12539176980522;70.48635539727444;64.81243356490332;79.46686636397679
445;518.11;574.13;0.0;0.0;-0.0;-0.0;64.48103516813946;70.75935985904641;65.04429747497744;79.70704899368646
446;518.11;574.13;0.0;0.0;-0.0;-0.0;64.82507905406999;71.02302260214395;65.266315288664;79.93846650860856
447;518.11;574.13;0.0;-0.0;-0.0;0.0;65.15784454749522;71.27766398422504;65.47892155409818;80.1614512620543
448;518.11;574.13;-0.0;-0.0;0.0;0.0;65.47964811446016;71.52359310920204;65.68253022844738;80.37632207985995
449;518.11;574.13;-0.0;-0.0;-0.0;0.0;65.79080121330752;71.76110825448363;65.87753577672726;80.58338488058064
450;518.11;574.13;0.0;-0.0;0.0;0.0;66.09160999943114;71.9904972789794;66.06431420119024;80.7829332619821
451;518.11;574.13;-0.0;-0.0;0.0;0.0;66.38237508171082;72.21203801298286;66.24322400661417;80.97524905605879
452;518.11;574.13;-0.0;0.0;-0.0;-0.0;66.66339132453649;72.42599863096558;66.4146071063277;81.16060285462987
453;518.11;574.13;-0.0;0.0;0.0;-0.0;66.9349476900525;72.63263800824008;66.57878967337095;81.33925450740314
454;518.11;574.13;-0.0;-0.0;0.0;-0.0;67.19732711588232;72.83220606237991;66.73608294079806;81.51145359425122
455;518.11;574.13;0.0;-0.0;-0.0;-0.0;67.45080642414551;73.02494408022291;66.88678395477687;81.67743987331139
456;518.11;574.13;-0.0;0.0;0.0;0.0;67.6956562580605;73.21108503122566;67.03117628382628;81.837443706399
457;518.11;574.13;0.0;-0.0;-0.0;0.0;67.93214104284984;73.39085386788503;67.1695306872478;81.99168646311462
458;518.11;574.13;-0.0;0.0;-0.0;0.0;68.16051896803626;73.56446781389378;67.30210574555309;82.1403809049235
459;518.11;574.13;-0.0;0.0;0.0;0.0;68.38104198854407;73.73213664065366;67.42914845545852;82.28373155039442
460;518.11;574.13;-0.0;-0.0;-0.0;-0.0;68.59395584230877;73.89406293272779;67.55089479180968;82.42193502270007
